FileName_hintX|Original Japanese Sentence|Hint|English Translation
REPEAT500_set1_064_hint2|この菌による病気は、灰色かび病と名づけられているものが多い。|複数ある病気のうちの1つ|This disease caused by bacteria is mainly called gray mold.
REPEAT500_set1_092_hint1|紫外線は、表面エネルギーの、小さいポリマーを接着する際の、前処理に利用される。|表面エネルギーの前処理|As an advance process for surface energy, ultraviolet is used for adhering small polymers.
REPEAT500_set1_092_hint2|紫外線は、表面エネルギーの、小さいポリマーを接着する際の、前処理に利用される。|表面エネルギーが小さい|As an advance process, ultraviolet is used for adhering small surface energy polymers.
TRAVEL1000_0021_hint1|もう1度、これを合計していただけますか。|一度＝いったん|For now, would you please add this too?
TRAVEL1000_0021_hint2|もう1度、これを合計していただけますか。|もう一度＝再度|Would you please add this again?
TRAVEL1000_0128_hint1|このクルーズの料金は、いくらですか。|複数あるクルーズのうちの1つ|How much is this cruise?
TRAVEL1000_0128_hint2|このクルーズの料金は、いくらですか。|複数あるアクティビティのうちの1つ|How much is the cruise?
TRAVEL1000_0156_hint1|相手がそれで生活している人であれば、チップも忘れないでください。|それで(then)|If he works for a living, then please do not forget to give a tip.
TRAVEL1000_0156_hint2|相手がそれで生活している人であれば、チップも忘れないでください。|それで(by it)|If he makes a living by it, please do not forget to give a tip.
TRAVEL1000_0196_hint1|アメリカ人の、同僚の母が、昨日、亡くなりました。|同僚がアメリカ人|My American colleague's mother passed away yesterday.
TRAVEL1000_0196_hint2|アメリカ人の、同僚の母が、昨日、亡くなりました。|母がアメリカ人|My colleague's mother, who was American, passed away yesterday.
TRAVEL1000_0196_hint3|アメリカ人の、同僚の母が、昨日、亡くなりました。|アメリカ人の同僚である母|My mother, who is a colleague of the American, passed away yesterday.
TRAVEL1000_0460_hint1|翌日配達で送るのがいいでしょう。|「翌日配達」1語|Delivering it tomorrow will be good.
TRAVEL1000_0460_hint2|翌日配達で送るのがいいでしょう。|翌日送る|It will be good to deliver it tomorrow.
TRAVEL1000_0540_hint1|科学の必要な科目を、履修してはどうですか。|科学の必要な|How about taking a subject required for science?
TRAVEL1000_0540_hint2|科学の必要な科目を、履修してはどうですか。|科学の科目|How about taking a required science subject?
TRAVEL1000_0568_hint1|運転手が、この出口を出たところまで、迎えにきます。|運転手が出た|I will pick you up when the driver passes through this exit.
TRAVEL1000_0568_hint2|運転手が、この出口を出たところまで、迎えにきます。|運転手が迎えにくる|A driver will pick up you when you pass through this exit.
TRAVEL1000_0790_hint1|この関税の申告書に、記入してください。|この関税|Please fill out the application form for this tariff.
TRAVEL1000_0790_hint2|この関税の申告書に、記入してください。|この申告書|Please fill out this tariff application form.
TRAVEL1000_0800_hint1|今日、課せられたペーパーが、よく分かりませんでした。|今日課せられた|I could not understand the assignment that I was given today.
TRAVEL1000_0800_hint2|今日、課せられたペーパーが、よく分かりませんでした。|今日わからなかった|Today, I could not understand the assignment that I was given.
TRAVEL1000_0813_hint1|第3の保険は人身事故で、あなたと同乗者の治療費を、カバーします。|第3の保険は人身事故|The third insurance is for accidents with injury, covering the medical treatment cost for you and the passengers.
TRAVEL1000_0813_hint2|第3の保険は人身事故で、あなたと同乗者の治療費を、カバーします。|第3の保険はカバーする|The third insurance covers medical treatment costs for you and the passengers when an accident with injury happens.
UT-PARAPHRASE-sent161-phrase2_hint1|親思いで、さらに広い視野を持ってほしいというのは、無理な注文なのだろうか。|さらに広い|Is it a tall order if I want my children to love us (parents) and have a broader view?
UT-PARAPHRASE-sent161-phrase2_hint2|親思いで、さらに広い視野を持ってほしいというのは、無理な注文なのだろうか。|さらに持ってほしい|Is it a tall order if I want my children to love us (parents) and have more of a broad view?
A001_hint1|白い屋根の大きい家。|白い屋根|A big house with a white roof.
A001_hint2|白い屋根の大きい家。|白い家|A white house with a big roof.
A002_hint1|警官は走って逃げる泥棒を追いかけた。|警官が走った|The policeman ran and chased the thief who escaped from there.
A002_hint2|警官は走って逃げる泥棒を追いかけた。|泥棒が走った|The policeman chased the thief running away from there.
A003_hint1|夫が病気になったという理由で解雇された。|夫が病気になった|I was laid off because my husband became sick.
A003_hint2|夫が病気になったという理由で解雇された。|夫が解雇された|My husband was laid off because he became sick.
A004_hint1|僕らはそんな言葉の壁を乗り越える。|そんな言葉|We can overcome the barrier of language.
A004_hint2|僕らはそんな言葉の壁を乗り越える。|そんな壁|We can overcome such language barrier.
A005_hint1|祖父は喜んで眠る孫を抱き上げた。|喜んで眠る|The grandfather took his grandchild, who was sleeping gladly, into his arms.
A005_hint2|祖父は喜んで眠る孫を抱き上げた。|喜んで抱き上げた|The grandfather gladly took his sleeping grandchild into his arms.
A006_hint1|祖父は焦って眠る孫を抱き上げた。|焦って眠る|The grandfather took his grandchild, who was sleeping hastily, into his arms.
A006_hint2|祖父は焦って眠る孫を抱き上げた。|焦って抱き上げた|The grandfather hastily took his sleeping grandchild into his arms.
A007_hint1|シャッターが停電のため動かない。|シャッターが停電した|The power of the shutter went off, so it cannot move.
A007_hint2|シャッターが停電のため動かない。|シャッターが動かない|The shutter cannot move due to power failure.
A008_hint1|美女と野獣のディズニーが送る最新作。|「美女と野獣」のディズニー|The latest work by Disney, which created "Beauty and the Beast."
A008_hint2|美女と野獣のディズニーが送る最新作。|「美女」と「野獣のディズニー」|The latest work by "Beauty" and "Disney of the Beast."
A009_hint1|お金のない学生さん向けのプランです。|学生さんの中でもお金のない人|This is a plan for students who have not enough money.
A009_hint2|お金のない学生さん向けのプランです。|学生さんは一般的にお金がない|This is a plan for students without money.
A010_hint1|爪に塗った樹脂を紫外線で固める女性に人気のサービスです。|紫外線で固める女性|This is a popular service for women who have hardened resin applied on their nails with ultraviolet rays.
A010_hint2|爪に塗った樹脂を紫外線で固める女性に人気のサービスです。|紫外線で固めるサービス|This is a popular service in which hardened resin is applied on women's nails with ultraviolet rays.
A010_hint3|爪に塗った樹脂を紫外線で固める女性に人気のサービスです。|爪に塗ったサービス|This service of applying resin on nails is popular among women who harden with ultraviolet rays.
A011_hint1|出産の経験のない男性にはわかりにくい。|男性の中でも出産の経験のない人|It is difficult for men, who have not delivered children.
A011_hint2|出産の経験のない男性にはわかりにくい。|男性は一般的に出産の経験がない|It is difficult for men because they do not deliver children.
A012_hint1|新しい看板を買う必要があると思う。|新しいものが必要|I think that we need a new sign to buy.
A012_hint2|新しい看板を買う必要があると思う。|看板が必要|I think that we need a sign to buy newly.
A012_hint3|新しい看板を買う必要があると思う。|買うことが必要|I think that we need to buy a new sign.
A013_hint1|奈良に旅行に行った。|（大阪ではなく）奈良|I traveled to Nara.
A013_hint2|奈良に旅行に行った。|（出張ではなく）旅行|I went to Nara for traveling.
A014_hint1|トゥルッリと呼ばれる白い壁にとんがり屋根をのせた家々が建ち並ぶ 。|トゥルッリ＝壁|There are many houses having a pointed roof and a white wall called Trulli.
A014_hint2|トゥルッリと呼ばれる白い壁にとんがり屋根をのせた家々が建ち並ぶ 。|トゥルッリ＝家|There are many houses called Trulli having a pointed roof and a white wall.
